DataReferencia;CodigoInstrumento;AcaoAtualizacao;PrecoNegocio;QuantidadeNegociada;HoraFechamento;CodigoIdentificadorNegocio;TipoSessaoPregao;DataNegocio;CodigoParticipanteComprador;CodigoParticipanteVendedor
2023-12-07;WDOF24;0;4907,500;1;090044467;6820;1;2023-12-07;308;72
2023-12-07;WDOF24;0;4907,500;1;090044477;6830;1;2023-12-07;308;72
2023-12-07;WDOF24;0;4907,500;1;090044480;6840;1;2023-12-07;120;120
2023-12-07;WDOF24;0;4907,500;1;090044480;6850;1;2023-12-07;120;120
2023-12-07;WDOF24;0;4907,500;1;090044517;6860;1;2023-12-07;85;72
2023-12-07;WDOF24;0;4907,500;1;090044517;6870;1;2023-12-07;85;88
2023-12-07;WDOF24;0;4907,500;2;090044523;6880;1;2023-12-07;8;88
2023-12-07;WDOF24;0;4907,500;1;090044523;6890;1;2023-12-07;8;120
2023-12-07;WDOF24;0;4907,500;5;090044523;6900;1;2023-12-07;8;1618
2023-12-07;WDOF24;0;4907,500;5;090044523;6910;1;2023-12-07;8;72
2023-12-07;WDOF24;0;4907,500;7;090044523;6920;1;2023-12-07;8;120
2023-12-07;DOLF24;0;4907,500;5;090044530;250;1;2023-12-07;8;1618
2023-12-07;DOLF24;0;4907,500;5;090044530;260;1;2023-12-07;8;1618
2023-12-07;WDOF24;0;4907,500;3;090044587;6930;1;2023-12-07;308;120
2023-12-07;WDOF24;0;4906,500;1;090044587;6940;1;2023-12-07;120;308
2023-12-07;WDOF24;0;4907,500;2;090044627;6950;1;2023-12-07;120;8
2023-12-07;WDOF24;0;4907,500;1;090044647;6960;1;2023-12-07;4090;8
2023-12-07;WDOF24;0;4907,500;1;090044660;6970;1;2023-12-07;4090;120
2023-12-07;WDOF24;0;4907,500;1;090044693;6980;1;2023-12-07;120;120
2023-12-07;WDOF24;0;4907,000;1;090044697;6990;1;2023-12-07;72;120
2023-12-07;WDOF24;0;4907,000;2;090044707;7000;1;2023-12-07;72;120
2023-12-07;WDOF24;0;4906,500;2;090044713;7010;1;2023-12-07;120;190
2023-12-07;WDOF24;0;4906,500;2;090044713;7020;1;2023-12-07;72;190
2023-12-07;WDOF24;0;4906,500;6;090044713;7030;1;2023-12-07;120;190
2023-12-07;WDOF24;0;4906,500;1;090044713;7040;1;2023-12-07;72;190
2023-12-07;WDOF24;0;4906,500;5;090044713;7050;1;2023-12-07;1618;190
2023-12-07;WDOF24;0;4906,500;9;090044713;7060;1;2023-12-07;3;190
2023-12-07;WDOF24;0;4907,500;1;090044717;7070;1;2023-12-07;93;120
2023-12-07;WDOF24;0;4907,500;3;090044717;7080;1;2023-12-07;93;72
2023-12-07;WDOF24;0;4907,500;1;090044727;7090;1;2023-12-07;88;72
2023-12-07;WDOF24;0;4907,000;1;090044750;7100;1;2023-12-07;72;120
2023-12-07;WDOF24;0;4906,500;1;090044753;7110;1;2023-12-07;3;4090
2023-12-07;WDOF24;0;4906,500;1;090044753;7120;1;2023-12-07;3;4090
2023-12-07;WDOF24;0;4906,500;2;090044813;7130;1;2023-12-07;3;1982
2023-12-07;WDOF24;0;4907,500;1;090044817;7140;1;2023-12-07;308;72
2023-12-07;WDOF24;0;4907,500;2;090044817;7150;1;2023-12-07;308;3
2023-12-07;WDOF24;0;4907,000;1;090044820;7160;1;2023-12-07;72;120
2023-12-07;DOLF24;0;4907,500;5;090044830;270;1;2023-12-07;308;8
2023-12-07;WDOF24;0;4907,000;1;090044830;7170;1;2023-12-07;72;120
2023-12-07;WDOF24;0;4907,500;1;090044847;7180;1;2023-12-07;4090;3
2023-12-07;WDOF24;0;4906,500;1;090044867;7190;1;2023-12-07;3;308
2023-12-07;WDOF24;0;4906,500;1;090044903;7200;1;2023-12-07;3;120
2023-12-07;WDOF24;0;4906,500;2;090044903;7210;1;2023-12-07;72;308
2023-12-07;WDOF24;0;4907,500;1;090044927;7220;1;2023-12-07;3;3
2023-12-07;WDOF24;0;4907,500;1;090044950;7230;1;2023-12-07;85;3
2023-12-07;WDOF24;0;4907,500;2;090044950;7240;1;2023-12-07;85;120
2023-12-07;WDOF24;0;4907,000;1;090044953;7250;1;2023-12-07;72;120
2023-12-07;WDOF24;0;4906,500;1;090044977;7260;1;2023-12-07;72;85
2023-12-07;WDOF24;0;4906,500;5;090044977;7270;1;2023-12-07;120;85
2023-12-07;WDOF24;0;4907,000;2;090045003;7280;1;2023-12-07;85;120
2023-12-07;WDOF24;0;4907,000;1;090045003;7290;1;2023-12-07;72;120
2023-12-07;WDOF24;0;4906,500;2;090045017;7300;1;2023-12-07;120;1982
2023-12-07;WDOF24;0;4907,000;1;090045017;7310;1;2023-12-07;72;120
2023-12-07;WDOF24;0;4906,500;1;090045053;7320;1;2023-12-07;120;85
2023-12-07;WDOF24;0;4906,500;1;090045063;7330;1;2023-12-07;120;120
2023-12-07;WDOF24;0;4906,500;1;090045063;7340;1;2023-12-07;72;120
2023-12-07;WDOF24;0;4907,000;1;090045063;7350;1;2023-12-07;8;72
2023-12-07;WDOF24;0;4907,000;1;090045063;7360;1;2023-12-07;8;72
2023-12-07;WDOF24;0;4907,000;1;090045063;7370;1;2023-12-07;8;72
2023-12-07;WDOF24;0;4907,000;10;090045063;7380;1;2023-12-07;8;120
2023-12-07;WDOF24;0;4907,000;2;090045070;7390;1;2023-12-07;120;120
2023-12-07;WDOF24;0;4906,500;2;090045070;7400;1;2023-12-07;72;3
2023-12-07;WDOF24;0;4906,500;2;090045077;7410;1;2023-12-07;72;120
2023-12-07;WINZ23;0;125935,000;10;090045083;10;1;2023-12-07;85;107
2023-12-07;WINZ23;0;125935,000;10;090045083;20;1;2023-12-07;3;107
2023-12-07;WINZ23;0;125935,000;1;090045083;30;1;2023-12-07;85;107
2023-12-07;WINZ23;0;125935,000;1;090045083;40;1;2023-12-07;85;107
2023-12-07;WINZ23;0;125935,000;10;090045083;50;1;2023-12-07;3;107
2023-12-07;WINZ23;0;125935,000;250;090045083;60;1;2023-12-07;127;107
2023-12-07;WINZ23;0;125935,000;1;090045083;70;1;2023-12-07;308;107
2023-12-07;WINZ23;0;125935,000;5;090045083;80;1;2023-12-07;3;107
2023-12-07;WINZ23;0;125935,000;10;090045083;90;1;2023-12-07;3;107
2023-12-07;WINZ23;0;125935,000;2;090045083;100;1;2023-12-07;85;107
2023-12-07;WINZ23;0;125935,000;50;090045083;110;1;2023-12-07;85;88
2023-12-07;WINZ23;0;125935,000;10;090045083;120;1;2023-12-07;85;85
2023-12-07;WINZ23;0;125935,000;18;090045083;130;1;2023-12-07;85;3
2023-12-07;WINZ23;0;125935,000;17;090045083;140;1;2023-12-07;3;3
2023-12-07;WINZ23;0;125935,000;3;090045083;150;1;2023-12-07;3;3
2023-12-07;WINZ23;0;125935,000;1;090045083;160;1;2023-12-07;3;3
2023-12-07;WINZ23;0;125935,000;1;090045083;170;1;2023-12-07;3;3
2023-12-07;WINZ23;0;125935,000;3;090045083;180;1;2023-12-07;3;3
2023-12-07;WINZ23;0;125935,000;2;090045083;190;1;2023-12-07;3;3
2023-12-07;WINZ23;0;125935,000;1;090045083;200;1;2023-12-07;3;85
2023-12-07;WINZ23;0;125935,000;1;090045083;210;1;2023-12-07;3;85
2023-12-07;WINZ23;0;125935,000;15;090045083;220;1;2023-12-07;3;3701
2023-12-07;WINZ23;0;125935,000;2;090045083;230;1;2023-12-07;3;3
2023-12-07;WINZ23;0;125935,000;8;090045083;240;1;2023-12-07;3;88
2023-12-07;WINZ23;0;125935,000;9;090045083;250;1;2023-12-07;3;88
2023-12-07;WINZ23;0;125935,000;3;090045083;260;1;2023-12-07;85;88
2023-12-07;WINZ23;0;125935,000;10;090045083;270;1;2023-12-07;3;88
2023-12-07;WINZ23;0;125935,000;1;090045083;280;1;2023-12-07;85;88
2023-12-07;WINZ23;0;125935,000;5;090045083;290;1;2023-12-07;85;88
2023-12-07;WINZ23;0;125935,000;2;090045083;300;1;2023-12-07;85;88
2023-12-07;WINZ23;0;125935,000;4;090045083;310;1;2023-12-07;120;88
2023-12-07;WINZ23;0;125935,000;3;090045083;320;1;2023-12-07;85;88
2023-12-07;WINZ23;0;125935,000;1;090045083;330;1;2023-12-07;85;85
2023-12-07;WINZ23;0;125935,000;1;090045083;340;1;2023-12-07;85;85
2023-12-07;WINZ23;0;125935,000;1;090045083;350;1;2023-12-07;85;85
2023-12-07;WINZ23;0;125935,000;1;090045083;360;1;2023-12-07;85;85
2023-12-07;WINZ23;0;125935,000;1;090045083;370;1;2023-12-07;85;85
2023-12-07;WINZ23;0;125935,000;1;090045083;380;1;2023-12-07;85;85
2023-12-07;WINZ23;0;125935,000;1;090045083;390;1;2023-12-07;85;85
2023-12-07;WINZ23;0;125935,000;1;090045083;400;1;2023-12-07;85;85
2023-12-07;WINZ23;0;125935,000;1;090045083;410;1;2023-12-07;85;85
2023-12-07;WINZ23;0;125935,000;17;090045083;420;1;2023-12-07;85;308
2023-12-07;WINZ23;0;125935,000;6;090045083;430;1;2023-12-07;85;308
2023-12-07;WINZ23;0;125935,000;5;090045083;440;1;2023-12-07;85;308
2023-12-07;WINZ23;0;125935,000;10;090045083;450;1;2023-12-07;107;308
2023-12-07;WINZ23;0;125935,000;1;090045083;460;1;2023-12-07;1982;308
2023-12-07;WINZ23;0;125935,000;1;090045083;470;1;2023-12-07;88;308
2023-12-07;WINZ23;0;125935,000;4;090045083;480;1;2023-12-07;85;308
2023-12-07;WINZ23;0;125935,000;1;090045083;490;1;2023-12-07;3;308
2023-12-07;WINZ23;0;125935,000;1;090045083;500;1;2023-12-07;3;3
2023-12-07;WINZ23;0;125935,000;1;090045083;510;1;2023-12-07;3;308
2023-12-07;WINZ23;0;125935,000;3;090045083;520;1;2023-12-07;3;308
2023-12-07;WINZ23;0;125935,000;1;090045083;530;1;2023-12-07;3;308
2023-12-07;WINZ23;0;125935,000;4;090045083;540;1;2023-12-07;85;308
2023-12-07;WINZ23;0;125935,000;1;090045083;550;1;2023-12-07;308;308
2023-12-07;WINZ23;0;125935,000;1;090045083;560;1;2023-12-07;308;4090
2023-12-07;WINZ23;0;125935,000;4;090045083;570;1;2023-12-07;4090;4090
2023-12-07;WINZ23;0;125935,000;1;090045083;580;1;2023-12-07;4090;3
2023-12-07;WINZ23;0;125935,000;4;090045083;590;1;2023-12-07;3;3
2023-12-07;WINZ23;0;125935,000;5;090045083;600;1;2023-12-07;3;85
2023-12-07;WINZ23;0;125935,000;4;090045083;610;1;2023-12-07;120;85
2023-12-07;WINZ23;0;125935,000;2;090045083;620;1;2023-12-07;85;85
2023-12-07;WINZ23;0;125935,000;5;090045083;630;1;2023-12-07;85;85
2023-12-07;WINZ23;0;125935,000;1;090045083;640;1;2023-12-07;147;85
2023-12-07;WINZ23;0;125935,000;5;090045083;650;1;2023-12-07;1099;85
2023-12-07;WINZ23;0;125935,000;25;090045083;660;1;2023-12-07;88;85
2023-12-07;WINZ23;0;125935,000;72;090045083;670;1;2023-12-07;308;85
2023-12-07;WINZ23;0;125935,000;1;090045083;680;1;2023-12-07;4090;85
2023-12-07;WINZ23;0;125935,000;3;090045083;690;1;2023-12-07;3;85
2023-12-07;WINZ23;0;125935,000;3;090045083;700;1;2023-12-07;85;85
2023-12-07;WINZ23;0;125935,000;3;090045083;710;1;2023-12-07;3;85
2023-12-07;WINZ23;0;125935,000;18;090045083;720;1;2023-12-07;3;85
2023-12-07;WINZ23;0;125935,000;3;090045083;730;1;2023-12-07;3;85
2023-12-07;WINZ23;0;125935,000;3;090045083;740;1;2023-12-07;3;85
2023-12-07;WINZ23;0;125935,000;18;090045083;750;1;2023-12-07;3;85
2023-12-07;WINZ23;0;125935,000;100;090045083;760;1;2023-12-07;262;85
2023-12-07;WINZ23;0;125935,000;1;090045083;770;1;2023-12-07;308;85
2023-12-07;WINZ23;0;125935,000;1;090045083;780;1;2023-12-07;3;85
2023-12-07;WINZ23;0;125935,000;1;090045083;790;1;2023-12-07;3;85
2023-12-07;WINZ23;0;125935,000;2;090045083;800;1;2023-12-07;85;85
2023-12-07;WINZ23;0;125935,000;30;090045083;810;1;2023-12-07;88;85
2023-12-07;WINZ23;0;125935,000;8;090045083;820;1;2023-12-07;85;85
2023-12-07;WINZ23;0;125935,000;9;090045083;830;1;2023-12-07;3;85
2023-12-07;WINZ23;0;125935,000;2;090045083;840;1;2023-12-07;308;85
2023-12-07;WINZ23;0;125935,000;1;090045083;850;1;2023-12-07;4090;85
2023-12-07;WINZ23;0;125935,000;5;090045083;860;1;2023-12-07;3;85
2023-12-07;WINZ23;0;125935,000;174;090045083;870;1;2023-12-07;85;85
2023-12-07;WINZ23;0;125935,000;5;090045083;880;1;2023-12-07;85;85
2023-12-07;WINZ23;0;125935,000;1;090045083;890;1;2023-12-07;85;85
2023-12-07;WINZ23;0;125935,000;2;090045083;900;1;2023-12-07;85;85
2023-12-07;WINZ23;0;125935,000;1;090045083;910;1;2023-12-07;85;85
2023-12-07;WINZ23;0;125935,000;10;090045083;920;1;2023-12-07;85;3
2023-12-07;WINZ23;0;125935,000;1;090045083;930;1;2023-12-07;85;3
2023-12-07;WINZ23;0;125935,000;5;090045083;940;1;2023-12-07;85;85
2023-12-07;WINZ23;0;125935,000;1;090045083;950;1;2023-12-07;85;308
2023-12-07;WINZ23;0;125935,000;120;090045083;960;1;2023-12-07;85;93
2023-12-07;WINZ23;0;125935,000;80;090045083;970;1;2023-12-07;107;93
2023-12-07;WINZ23;0;125935,000;25;090045083;980;1;2023-12-07;107;3
2023-12-07;WINZ23;0;125935,000;1;090045083;990;1;2023-12-07;107;262
2023-12-07;WINZ23;0;125935,000;2;090045083;1000;1;2023-12-07;107;3
2023-12-07;WINZ23;0;125935,000;100;090045083;1010;1;2023-12-07;107;4090
2023-12-07;WINZ23;0;125935,000;4;090045083;1020;1;2023-12-07;107;3
2023-12-07;WINZ23;0;125935,000;3;090045083;1030;1;2023-12-07;107;1099
2023-12-07;WINZ23;0;125935,000;6;090045083;1040;1;2023-12-07;107;308
2023-12-07;WINZ23;0;125935,000;1;090045083;1050;1;2023-12-07;107;308
2023-12-07;WINZ23;0;125935,000;2;090045083;1060;1;2023-12-07;107;308
2023-12-07;WINZ23;0;125935,000;3;090045083;1070;1;2023-12-07;107;308
2023-12-07;WINZ23;0;125935,000;50;090045083;1080;1;2023-12-07;107;4090
2023-12-07;WINZ23;0;125935,000;5;090045083;1090;1;2023-12-07;107;3701
2023-12-07;WINZ23;0;125935,000;3;090045083;1100;1;2023-12-07;107;120
2023-12-07;WINZ23;0;125935,000;1;090045083;1110;1;2023-12-07;107;3
2023-12-07;WINZ23;0;125935,000;13;090045083;1120;1;2023-12-07;107;3
2023-12-07;WINZ23;0;125935,000;1;090045083;1130;1;2023-12-07;107;3
2023-12-07;WINZ23;0;125935,000;1;090045083;1140;1;2023-12-07;4090;3
2023-12-07;WINZ23;0;125935,000;1;090045083;1150;1;2023-12-07;3;88
2023-12-07;WINZ23;0;125935,000;4;090045083;1160;1;2023-12-07;88;88
2023-12-07;WINZ23;0;125935,000;4;090045083;1170;1;2023-12-07;88;1982
2023-12-07;WINZ23;0;125935,000;1;090045083;1180;1;2023-12-07;88;1982
2023-12-07;WINZ23;0;125935,000;2;090045083;1190;1;2023-12-07;88;88
2023-12-07;WINZ23;0;125935,000;15;090045083;1200;1;2023-12-07;88;120
2023-12-07;WINZ23;0;125935,000;5;090045083;1210;1;2023-12-07;85;120
2023-12-07;WINZ23;0;125935,000;1;090045083;1220;1;2023-12-07;88;120
2023-12-07;WINZ23;0;125935,000;1;090045083;1230;1;2023-12-07;85;120
2023-12-07;WINZ23;0;125935,000;8;090045083;1240;1;2023-12-07;3;120
2023-12-07;WINZ23;0;125935,000;18;090045083;1250;1;2023-12-07;3;120
2023-12-07;WINZ23;0;125935,000;9;090045083;1260;1;2023-12-07;3;120
2023-12-07;WINZ23;0;125935,000;1;090045083;1270;1;2023-12-07;3;1982
2023-12-07;WINZ23;0;125935,000;1;090045083;1280;1;2023-12-07;120;1982
2023-12-07;WINZ23;0;125935,000;1;090045083;1290;1;2023-12-07;308;1982
2023-12-07;WINZ23;0;125935,000;2;090045083;1300;1;2023-12-07;3701;1982
2023-12-07;WINZ23;0;125935,000;1;090045083;1310;1;2023-12-07;85;1982
2023-12-07;WINZ23;0;125935,000;1;090045083;1320;1;2023-12-07;85;3701
2023-12-07;WINZ23;0;125935,000;5;090045083;1330;1;2023-12-07;85;3701
2023-12-07;WINZ23;0;125935,000;1;090045083;1340;1;2023-12-07;85;3701
2023-12-07;WINZ23;0;125935,000;1;090045083;1350;1;2023-12-07;85;3701
2023-12-07;WINZ23;0;125935,000;5;090045083;1360;1;2023-12-07;85;3701
2023-12-07;WINZ23;0;125935,000;12;090045083;1370;1;2023-12-07;120;3701
2023-12-07;WINZ23;0;125935,000;2;090045083;1380;1;2023-12-07;85;120
2023-12-07;WINZ23;0;125935,000;2;090045083;1390;1;2023-12-07;85;1982
2023-12-07;WINZ23;0;125935,000;1;090045083;1400;1;2023-12-07;85;1982
2023-12-07;WINZ23;0;125935,000;3;090045083;1410;1;2023-12-07;85;1982
2023-12-07;WINZ23;0;125935,000;1;090045083;1420;1;2023-12-07;85;88
2023-12-07;WINZ23;0;125935,000;8;090045083;1430;1;2023-12-07;85;1982
2023-12-07;WINZ23;0;125935,000;1;090045083;1440;1;2023-12-07;85;1982
2023-12-07;WINZ23;0;125935,000;30;090045083;1450;1;2023-12-07;85;3701
2023-12-07;WINZ23;0;125935,000;3;090045083;1460;1;2023-12-07;85;3
2023-12-07;WINZ23;0;125935,000;2;090045083;1470;1;2023-12-07;85;85
2023-12-07;WINZ23;0;125935,000;1;090045083;1480;1;2023-12-07;85;308
2023-12-07;WINZ23;0;125935,000;1;090045083;1490;1;2023-12-07;85;1982
2023-12-07;WINZ23;0;125935,000;9;090045083;1500;1;2023-12-07;85;1982
2023-12-07;WINZ23;0;125935,000;2;090045083;1510;1;2023-12-07;85;85
2023-12-07;WINZ23;0;125935,000;75;090045083;1520;1;2023-12-07;85;85
2023-12-07;WINZ23;0;125935,000;1;090045083;1530;1;2023-12-07;85;85
2023-12-07;WINZ23;0;125935,000;13;090045083;1540;1;2023-12-07;85;3
2023-12-07;WINZ23;0;125935,000;4;090045083;1550;1;2023-12-07;120;3
2023-12-07;WINZ23;0;125935,000;8;090045083;1560;1;2023-12-07;85;3
2023-12-07;WINZ23;0;125935,000;22;090045083;1570;1;2023-12-07;85;3
2023-12-07;WINZ23;0;125935,000;1;090045083;1580;1;2023-12-07;85;3
2023-12-07;WINZ23;0;125935,000;2;090045083;1590;1;2023-12-07;85;3
2023-12-07;WINZ23;0;125935,000;8;090045083;1600;1;2023-12-07;85;3
2023-12-07;WINZ23;0;125935,000;8;090045083;1610;1;2023-12-07;85;3
2023-12-07;WINZ23;0;125935,000;9;090045083;1620;1;2023-12-07;85;3
2023-12-07;WINZ23;0;125935,000;1;090045083;1630;1;2023-12-07;85;90
2023-12-07;WINZ23;0;125935,000;1;090045083;1640;1;2023-12-07;85;90
2023-12-07;WINZ23;0;125935,000;1;090045083;1650;1;2023-12-07;85;308
2023-12-07;WINZ23;0;125935,000;1;090045083;1660;1;2023-12-07;85;90
2023-12-07;WINZ23;0;125935,000;10;090045083;1670;1;2023-12-07;85;3
2023-12-07;WINZ23;0;125935,000;1;090045083;1680;1;2023-12-07;85;90
2023-12-07;WINZ23;0;125935,000;4;090045083;1690;1;2023-12-07;85;39
2023-12-07;WINZ23;0;125935,000;4;090045083;1700;1;2023-12-07;85;120
2023-12-07;WINZ23;0;125935,000;20;090045083;1710;1;2023-12-07;85;120
2023-12-07;WINZ23;0;125935,000;3;090045083;1720;1;2023-12-07;3;120
2023-12-07;WINZ23;0;125935,000;10;090045083;1730;1;2023-12-07;85;120
2023-12-07;WINZ23;0;125935,000;3;090045083;1740;1;2023-12-07;3;120
2023-12-07;WINZ23;0;125935,000;12;090045083;1750;1;2023-12-07;3;308
2023-12-07;WINZ23;0;125935,000;10;090045083;1760;1;2023-12-07;3;308
2023-12-07;WINZ23;0;125935,000;3;090045083;1770;1;2023-12-07;3;308
2023-12-07;WINZ23;0;125935,000;20;090045083;1780;1;2023-12-07;85;308
2023-12-07;WINZ23;0;125935,000;10;090045083;1790;1;2023-12-07;85;308
2023-12-07;WINZ23;0;125935,000;6;090045083;1800;1;2023-12-07;85;308
2023-12-07;WINZ23;0;125935,000;1;090045083;1810;1;2023-12-07;4090;308
2023-12-07;WINZ23;0;125935,000;10;090045083;1820;1;2023-12-07;308;308
2023-12-07;WINZ23;0;125935,000;1;090045083;1830;1;2023-12-07;3;308
2023-12-07;WINZ23;0;125935,000;2;090045083;1840;1;2023-12-07;1982;308
2023-12-07;WINZ23;0;125935,000;2;090045083;1850;1;2023-12-07;4090;308
